Name,Rating,Date,Review
Fadma Juwita Nasution,4/5,2 minggu lalu di,"Tempatnya bersih, pelayanan ramah"
Arif Setiawan,5/5,setahun lalu di,"interior masih fresh, semua serba baru.. resepsionis super ramah, servis hospitality terbaik 👍👍👍
smart tv ada netflix tp login akun sendiri baru bsa nonton 😁😁 …"
ika afaf,5/5,10 bulan lalu di,best deal buat yang nyari hotel kualitas tinggi harga terjangkau. akses mudah & staffnya ramah & fast respon
Hendri Romeo,5/5,setahun lalu di,"Hotel baru yg sedang bagus pelayanannya dan sangat responsif, yg pasti kamarnya nyaman utk istirahat"
Nurhidayati Arbadi,5/5,setahun lalu di,"Kamar bersih, wanggi, semua bagus.
Lokasi dekat Malioboro dan alun2.
Karyawan ramah semua. …"
Ade Sababurrohmah,5/5,6 bulan lalu di,Gokil. Bersih. Semuanya bagus. 100% bakal balik lagi booking disini.
Anita Aditya,5/5,11 bulan lalu di,"Pengalaman menginap yang menyenangkan. Ada beberapa hal minor yang mungkin bisa diperhatikan dan ditingkatkan. But overall, ini hotel recomended banget. Terimakasih Hotel Noola Malioboro."
Fathur Rahman,5/5,2 minggu lalu di,Tempatnya sangat nyaman dan bersih
vina lela,4/5,2 minggu lalu di,Trimakasii atas pelayanan yang diberikan ditingkatkan lagi
Tripku Jogja,5/5,9 bulan lalu di,Lokasinya di jl Parangtritis pojok Beteng 2 km dari Malioboro. Hotel bersih harga level bintang 3. Kamar dan interior Baru... Pesen 2 kamar untuk 2 malam
Rinjani ID,5/5,11 bulan lalu di,"Bersih
Nyaman
Ramah …"
Arif Ubayy,2/5,11 bulan lalu di,"air menggenang di kamar mandi, brisik kamar kanan kiri, air minum jauh. di sediakan kopi tapi tidak ada air panas di kamar."
Budi Sutanto,5/5,9 bulan lalu di,"Penginapan yg dekat dengan pusat kota jogja, kamarnya bersih, pelayanan OK dengan fasilitas kekinian.."
Melani Lidya,5/5,11 bulan lalu di,PERTAHANKAN KEBERSIHAN HOTELNYA YA. PELAYANAN NYA RAMAH SRKALI. MINUS DI PARKIR NYA AJA SUSAH BANYAK mobil pelanggan mau senggol2 serem lecet
Ade Hermawan,5/5,5 bulan lalu di,Bersiih..nyamaan..strategis.staff ramah..maknan enak..rekomended..
bagus setiawan,5/5,6 bulan lalu di,"overall memuaskan, kalo ke jogja pengen nginep sini lagi"
Raja Chairul Jannah Wydmann,5/5,2 minggu lalu di,Kamar luas dan nyaman
Bima Bima,5/5,4 bulan lalu di,"Bersih, gak berisik"
Don Zanurano,4/5,10 bulan lalu di,"Hotel yg nyaman buat keluarga, deket jalan dan tengah kota.."
Rifky Zaidan,5/5,seminggu lalu di,nice hotel in jogja!!!
modarsia,5/5,9 bulan lalu di,Hotel bersih nyaman pokoknya best
Raisa Fatimah,5/5,3 hari lalu di,bagus pelayanan ramah
Aliza Natalia,5/5,10 bulan lalu di,Bakal jadi langanan kalau main ke jogja lagi bareng bestie!! Noola hotel recommended bgt!
Tegar Rahisya Dewangga,5/5,8 bulan lalu di,"Hotel nya nyaman,murah, bersih"
Rahajeng Studio foto,5/5,seminggu lalu di,Bagus..
JastipOleh OlehSemarang,4/5,3 bulan lalu di,Sangat menyenangkan
Lilik Likik,5/5,10 bulan lalu di,Teman bersih nyaman pelayanan baik jg aman
Diniar Putri,5/5,1 hari lalu di,Oke
M Taufiqul Huda,4/5,setahun lalu di,minum yg di dispenser u yg panas nya gak fungsi
nicha rio,5/5,10 bulan lalu di,"nyaman, ga kotor,, ga jauh kemana"",, worth it sih"
Moch arief hidayat,4/5,4 bulan lalu di,Tempat parkir terbatas
Imelda Indriani,5/5,6 bulan lalu di,Hotel yang nyaman untuk menginap
Fuad BTX,5/5,setahun lalu di,Kamar serba baru enak banget
Nur Hasanah,5/5,2 bulan lalu di,Nyaman
Supardi “Supardi” Adrian,3/5,8 bulan lalu di,Cukup baik dan bersih.
choirunnisa safitri,5/5,10 bulan lalu di,recomended hotel di jogja!! 🖤👍🏻 …
zul fahmi,4/5,2 bulan lalu di,Nyaman
Angga Santosa,5/5,setahun lalu di,Kamar bersih dan nyaman
ACM SH,4/5,10 bulan lalu di,Hotel baru nih
Sigit Prasetyo,4/5,9 bulan lalu di,nice place ditengah kota
Gita Natasha Simamora,5/5,10 bulan lalu di,pelayanannya good 💯 …
Trip.com Member,4/5,5 bulan lalu di,"Hotel yang baru direnovasi, kombinasi warna hijau dan putih. Kamarnya luas, televisinya dilengkapi Netflix dan saluran lainnya. Tapi di kamar tidak ada pemanas air (mungkin kedepannya bisa dipertimbangkan hotelnya supaya ada pemanas …"
Dilah R. Handamari,5/5,2 bulan lalu di,"Direkomendasikan untuk wisatawan dengan anggaran terbatas!
Bangunan baru, semuanya bersih dan rapi.
Stafnya luar biasa! …"
Мари Толкач,4/5,2 bulan lalu di,"Kami menghabiskan satu malam.
Hotelnya bersih, menyenangkan, tenang, sarapannya enak.
Gadis di resepsi itu tak terpuji.
Gadis cerdas yang sangat ramah."
Trip.com Member,5/5,3 bulan lalu di,Tempat tidurnya super nyaman dan mantap dalam berbagai kondisi (kamar 103). Mudah diakses kemana saja karena berada di jalan utama. Benar-benar merekomendasikan
Agaz Hiza,5/5,sebulan lalu di,"Pengalaman Luar Biasa menginap disini, tempat parkir luas dan bersih, resepsionis sangat rendah hati dan baik kepada saya. Bermanfaat dan Sukacita"
MUHAMMAD ARIEF,5/5,2 minggu lalu di,"Hotel yang sangat nyaman dan bersih
Kamar sangat bersih dan staf sangat ramah..
Saya ingin kembali ke Hotel ini."
Shobrina H,5/5,10 bulan lalu di,"Memiliki pengalaman terbaik di hotel ini. Ruangannya sangat nyaman. Saya jatuh cinta dengan desain kamarnya. Pemanas air berfungsi dengan sempurna. Satu-satunya masalah adalah kamar balkon premier sangat dekat dengan jalan, jika Anda tidak …"
Weewee Goh,4/5,9 bulan lalu di,"Kamarnya luas, bersih dan baru. Tapi tidak ada lift. Jadi yang menginap di level 2 harus naik tangga. Bagasi akan dibawa oleh staf hotel mereka. Memiliki 2 buah bantal yang penting bagi saya karena dapat berfungsi sebagai guling. Tapi …"
Restanti Diansari,5/5,seminggu lalu di,"Tempat yang bagus, lokasi bagus, bersih dan sangat nyaman"
Gideon Manurung,5/5,2 minggu lalu di,Salah satu hotel hemat terbaik di jogja
Trip.com Member,5/5,9 bulan lalu di,"Kamar yang sangat bersih! Desain yang bagus! Hotel ini dekat masjid, toko serba ada, semua yang saya butuhkan."
Dionysius A.,5/5,2 minggu lalu di,"Tempatnya bagus, bersih, dan lokasinya strategis"
Nate,5/5,seminggu lalu di,Hotel nyaman terbaik
Trip.com Member,"4,1/5",11 bulan lalu di,"Lokasi Dekat Alun2, MalioboroDi jalan utama, dekat masjid, dekat minimarket indomaret & alfamart...Hotelnya masih baru..bersih banget..Tapi WIFInya mati...main terus...Selebihnya ok 👍 👌 …"
Olivia Jessica,5/5,2 minggu lalu di,Noola Malioboro adalah tempat menginap terbaik untuk liburan
Bagas Surya,5/5,2 hari lalu di,Bagus
Punkterestrial,5/5,3 hari lalu di,Sepadan
cynthia teta,5/5,10 bulan lalu di,Mantep polll hotel ini
Surya Mandala,5/5,8 bulan lalu di,Bagus
Dimas Arga Pandu Satria,5/5,seminggu lalu di,"Tak ada keraguan untuk memberi rating bintang 5 untuk hotel ini. Sangat recommended dari berbagai hal. Fasilitas juga sangat lengkap. Dari awal masuk cari parkir sudah dibantu security, receptionist informatif, barang kita juga di anterin sampai kamar, kamar mewah, wangi & bersih. Bener-bener Luxury."
Aryadya Mahardika,5/5,seminggu lalu di,Pengalaman pertama menginap disini. Baru sampai didepan hotel langsung disambut security yang ramah dan dibantu valet mobil. Pesan kamar nggak nunggu lama langsung bisa masuk. Kamarnya bagus dan bersih. Sarapan enak dan juga lengkap. Lokasi …
Praguh Artistic,1/5,4 minggu lalu di,"Lbh mirip hotel bintang 1 or 2. Bangunan tua. Low to zero maintenance hotel.
Room bau apek, sprei bercak kuning, handuk warna putih buluk 🤦🏻‍♂️, dinding jorok kotor, byk yg retak dan cat terkelupas and the worst is, banyak kabel yg …"
Koes Manto,5/5,2 hari lalu di,"Lokasi strategis sekali, kemarin datang siang sekalian pesan makan siang. Rasanya enakkk, menunya bervariasi banget, harga juga terjangkau dengan pelayanan yang sangat ramah. Bakal jadi langganan nih kalau lagi ke jogja"
miftahur riziq,5/5,2 hari lalu di,"Hotel dengan pelayanan yang memuaskan karena semua staff ramah dan sangat membantu. Terima kasih untuk pengalamannya 3 malam, semoga bisa segera ke jogja lagi, bakal balik lagi ke hotel ini"
Bulqis Purnama Dewi,5/5,3 hari lalu di,"Salah satu hotel terbaik di jogja, kemarin pesan layanan kamar, semuanya cepat. Nyobain makanan dan minumannya juga recommended, paling suka sama pastry nya
marcomm"
Hanna Stephanie,3/5,3 hari lalu di,"Minta nambah sabun, tp ga bisa karena disuruh bayar, dibilangnya emang hanya dapat 1 per room.. tp ya sabun yg disediakan hanya 30ml dimana 1 kamar isi 2 org yang habis perjalanan panjang mandi malam trus keluar keliling malioboro …"
Woko,5/5,3 hari lalu di,"Kemarin ketika menginap saya pesan mocktailnya, ga nyesel udah pesen. Rasa dan harga sepadan sekali, soon kalau ke sini akan pesen lagi 🍹 …"
Sultan Dewa Patria,5/5,3 hari lalu di,"Ga nyesel udah book di sini, meskipun dadakan tetep dapet harga yg affordable. Menu sarapan juga selalu berbeda, jadi bisa nyobain banyak varian juga. Thanks luxury malioboro"
Sura Anamita,5/5,3 hari lalu di,"Saya sangat merekomendasikan hotel ini untuk staycation. Suasana tenang dan santai, juga suasana kamarnya yang membuat saya benar-bisa melepas penat"
fildzah shabrina,5/5,seminggu lalu di,"Kamar : bersih, luas, nyaman
Layanan : staff ramah, fast respon, sangat membantu kami sbg tamu
Lokasi : lokasi ok, dkt dengan stasiun tugu, dkt dgn jalan mangkubumi, dkt dgn malioboro..."
Rose2702 Rose,5/5,sebulan lalu di,"Belum pernah nginep di sini , pertama kali ke sini untuk iftar ramadhan 2024
Menu2nya ENAKKKK , terutama kambing gulingnya MUANTEBBB PWUOLLLLL
Sejak awal reservasi yg mana itu malem2 juga admin tetep ramah banget …"
Onto Zeno,5/5,2 hari lalu di,"Saya kasih surprise untuk istri saya ketika anniversary pernikahan, saya request kamar didecor. Wah, saya suka sekali dengan hasilnya dan senang karna istri juga sukaa. Terimakasih"
edhi purwanto,5/5,3 hari lalu di,"Gak nyesel banget kemarin jadinya booking di sini, parkiran luas, pelayanan SUPER RAMAH, kamarnya juga enak dan lengkap fasilitasnya, thanks luxury hotel malioboro. Kalau ke jogja lagi bakal balik kesini lagi"
Irma Dwyy,5/5,3 hari lalu di,"Saya suka banget sama design interior hotelnya, terlihat sangat modern. Begitu masuk lobby nya langsung suka, cocok banget jadi spot foto dan dijadikan story instagram"
Risky Ardiarakasiwi,5/5,seminggu lalu di,"Hotel dengan lokasi yang tidak jauh dari malioboro dan tugu jogja ,pengalaman menginap di sini the best pokoknya kamarnya bersih ,pelayananya super ramahh .rekomendasi bgt bagi keluarga yang mau liburan ke jogja dan bingung cari tempat staycation"
Eri Rosadi,5/5,3 hari lalu di,Saya senang dengan fasilitas olahraga di hotel ini. Pusat kebugarannya lengkap dan terawat dengan baik. Jadi tetep bisa jalanin olahraga walaupun lagi dinas di luar kota
Dian Cancan,5/5,4 hari lalu di,Nginep dsni pas ada bocil2 studi tour duh ampun dah berisiknyaa.  Tp security nya sigap lgs pada disuruh masuk ke kamarnya
mahmudiyati kurrota,5/5,seminggu lalu di,"Kamar cukup luas , pelayanan di fo sangat ramah. Fasilitas oke. Untuk area wisata jalan ke daerah tugu jogja sangat dekat."
ILHAM Meisa,5/5,3 hari lalu di,"Salah satu hotel di jantung kota Jogja dengan pelayanan, kenyamanan,Bangunan, fasilitas kamar, dan makanannya tidak ada yang mengecewakan... Recommended banget buat yang mau trip ke Jogja ."
Tantri Yosefa,5/5,4 minggu lalu di,"Hotel Bintang 4 Yang berada Tepat Di tengah Kota yogyakarta
Rekomended Untuk nginap di Hotel Luxury Ini,.yang semula saya hanya 2 Hari Akhirnya kami Putuskan untuk tambah 2 hari lagi menginap...mumpung lagi liburan dan …"
Palupi Endang Sejati,5/5,3 hari lalu di,"Ketika menginap dan butuh layanan kamar, staffnya sangat responsif dalam membantu semua kebutuhan saya. Terimakasih karna sudah banyak dibantu selama menginap"
Riyan setiadi,5/5,4 minggu lalu di,"Pernah menginap disana hotelnya bersih nyaman banyak pilihan menu makanan & minuman yg enak2 dengan harga terjangkau, menurut saya wajib mampir si buat kalian yg bingung cari hotel dijogja. ."
Agus triee,5/5,4 minggu lalu di,"Hotel dengan pelayanan yg memuaskan, staff ramah, makanan enak dan bervariatif kamar nya juga nyaman, akses ke wisata juga deket, next taun depan semoga bisa nginep d sini lagi"
dhian ekawati,5/5,4 minggu lalu di,"Hotel yg sangat nyaman & mewah banget..
pelayanan yg cepat ,staff ramah, kamar bersih, sarapan juga banyak varian & enak semua rasa masakan nya.. Tempat strategis & deket banget sama malioboro.. bakal jadi langanan nih, thanks pelayanan baik nya selama 2 malam disini 🙏🤍 …"
Intam Widyarini,5/5,4 minggu lalu di,"Hotel yang sangat strategis dari pusat kota yogyakarta dengan fasilitas yang lengkap, begitu juga pelayanan yang sangat memuaskan, staff nya juga ramah, makanan dan menu nya sangat menarik dan enak, untuk kamarnya bersih dan nyaman. Cocok untuk liburan dan staycation"
anang aji,5/5,seminggu lalu di,kamar dan lobby nya sangat baguss. luxury banget sesuai namanyaa. staf nya pun helpfull bangett. pelayanannya juga oke. lokasi nya pun di tengah kota deket malioboro. the best pokoknya💕 …
Restu Gatot Baskoro,5/5,seminggu lalu di,"Hotel yang sangat nyaman. Tempat strategis, dekat dengan malioboro. Semoga nanti bisa kembali menginap disini lagi 😇 …"
yarot tri Wahyudi,5/5,3 minggu lalu di,"Hotel yg sangat nyaman & mewah banget..
pelayanan yg cepat ,staff ramah, kamar bersih, sarapan juga banyak varian & enak semua rasa masakan nya.. Tempat strategis & deket banget sama malioboro.."
iam 220511,5/5,seminggu lalu di,"Hotelnya bagus, kariyawannya ramah, kamarnya juga bersih dan lokasi hotel sangat dekat dengan malioboro, pokoknya recommendasi lah buat yg mau berlibur di jogja."
Herry Nugroho,5/5,4 minggu lalu di,"Hotelnya bersih bagus,staffnya ramah2 dan sigap.. Untuk makanannya enak2  dan harganya jg sangat terjangkau  dgn rasanya tdk kalah dengan hotel bintang 5 , pokoknya  buwat kalian klau ke jogja wajib mampir ke hotel Luxuri  yg nyaman, bersih, dekat dgn malioboro dan pelayananan yg sangat baik"
Satrio Herlambang Nugroho,5/5,2 minggu lalu di,"Layanan Karyawan terutama resto dan front office nya bagus sekali , kesan pertama masuk lobby mewah apalagi pas check in di kamar, menu breakfast bervariatif, bisa ditingkatkan lagi😁 …"
Farindra Tama,5/5,4 minggu lalu di,"Hotel mewah di pusat kota jogja, kamarnya luas, bersih. Makanan enak enak dan pelayanan ramah. Hotel ini sangat strategis karena dekat dengan stasiun tugu dan malioboro.. next time bakal kesini lagi 🙌 …"
Bagas Surya,5/5,3 minggu lalu di,"Dengan harga yang terjangkau saya kira sangat worth it dengan pelayanannya, untuk kamarnya lumayan luas dan apalagi tempatnya dekat dengan pusat kota next bakal stay lagi"
Anggita Deska,5/5,2 bulan lalu di,"Liburan ajak keluarga ke Bandung, pesan hotel disini, gak jauh dari Malioboro, parkiran luas. Hotelnya masih dalam tahap renovasi jadi seperti swimming pool tidak bisa digunakan. …"
Nur Iman,5/5,3 hari lalu di,"Puas menginap di Luxury Hotel, tempat strategis dekat dengan Tugu jogja dan Malioboro.
Servis dan pelayanan yang ramah.
yang pasti harganya terjangkau."
mas penceng,5/5,4 minggu lalu di,"Hotelnya bagus nyaman.. Terletak d pusat kota dekat degan wisata2..
Staffnya ramah2.. Makanan bervariasi
Pokonya semua memuaskan"
Anas heryadi,5/5,4 minggu lalu di,"Pengalaman liburan yg sangat mengesankan bersama keluarga menginap di Luxury Malioboro,,kita inap 2 malam terasa di rumah sendiri,,dari depan sampai kamar pelayanan the best lahh,,kebetulan kami inap pas bulan Ramadhan sekalian icip bukber …"
Ivan Rieriza,5/5,seminggu lalu di,"Kamar bersih, pelayanan memuaskan, lokasi strategis dkt dgn stasiun tugu jogja dan jalan mangkubumi"
Catur Priaji,5/5,4 minggu lalu di,"Pelayanan good staf ramah proses ci cepet  Hotel nya nyaman banget ,🥰 sarapan bervareasi mantap ,, letak hotel pas dijantung kota kemana mana ngak jauh ke stasiun,Malioboro tinggal jalan kaki 👍👍 …"
Hendry Putra,5/5,seminggu lalu di,"Sesuai dengan ekspetasi sya, mulai dari Pelayanan, Makanan, dan Lokasi pas di Jantung kota , standart bintang gabisa bohong sih ini."
Reo Pranata,5/5,seminggu lalu di,"Letaknya strategis, dekat dengan malioboro.
Kamarnya nyaman dan bersih.
Kalo ke jogja pasti bakalan balik lagi kesini 😍 …"
N Ar,5/5,3 minggu lalu di,"Hotel yang sangat nyaman bersih, berada di pusat kota,, tinggal jalan dikit sampe Malioboro, Staffnya ramah2, rekomendasi banget pokoknya, next bakalan stay lagi di sini"
Andi Kurniawan,5/5,seminggu lalu di,"Bertempat dipusat kota,hotel nyaman bersih.cocok untuk staycation bersama keluarga/pasangan.pelayanan dhotel fast respond"
Robby w,5/5,3 bulan lalu di,"Untuk kamar bagus bersih & nyaman
Sarapan luar biasa sih dgn harga murah sudah dapat sarapan yg super komplit n enak …"
Putra Pratama,5/5,seminggu lalu di,"Kamarnya bersih, pelayanan ramah, dan cepat. besok liburan kejogja bisa nginap sini lagi."
Sri Listiawati,5/5,sebulan lalu di,"Salah satu hotel terbaik kl mau liburan ke Jogja. Berada di jantung kota, dan tinggal jalan kaki kl mau ke malioboro. Sangat dekat dg stasiun tugu, jd ga perlu repot kl pakai sarana kereta api, cukup jalan kaki 😁 …"
Wahyu Dwi,5/5,3 minggu lalu di,"kamar nya baguss,luass
pelayanan okee bangett,staff hotel ramah""..
lokasi di pusat kota banget,mau ke malioboro tinggal jalan sebentar udah sampe,.."
Evangeline Kuhlman,5/5,3 bulan lalu di,"Hotel bintang 3 dengan pelayanan terbaik.. Pelayanan seperti hotel bintang 5. Dari proses check in dan checkout yang sangat cepat.  Kamar bersih , sprei handuk wangi. Menu breakfast banyak sekali variasi nya seperti hotel bintang 5. …"
mr Y2K,5/5,3 minggu lalu di,Hotelnya bagus .. pelayanan sangat baik .. lokasi mendukung dekat dengan tempat2 wisata Jogja .. buat yang mau liburan ke Jogja jangan lupa mampir ke sini rekomen banget buat kalian
mega kusvita,5/5,3 minggu lalu di,"hotel bintang 4 yang :
- nyaman dan mewah
- pelayanan nya ramah …"
Sholeh Fajarnoorshidiq,5/5,seminggu lalu di,"Hotel dengan pelayanan yang sangat bagus . Staff ramah , kamar bersih dan luas . Lokasi strategis ."
Septian dwi canda Asmoro,5/5,4 minggu lalu di,"Rekomended bgt buat temen"" yg nyari hotel di tengah kota jogja,
Kamarnya bersih dan sngat nyaman.
Staffnya jga sangat cekatan …"
imonjalanjalan Tania Kathryne,4/5,2 bulan lalu di,i really appriciate their service. awalnya saya dapat kamar dgn ac sangat panas. teknisi sdh dtg tp ac ttp panas. sya minta ganti tadinya namun diinfo kamar full booked. ga berapa lama di telp kembali sdh disiapkan kamar pengganti. awalnya …
afni nooraini,5/5,4 bulan lalu di,"Hotelnya bersih dan nyaman. Kamar juga luas dan rapi bersih. service nya sangat baik, kami dtg tengah malam dan pegawai nya sgt sigap. Makanan cukup bervariatif dan enak. Tempat parkir lumayan, ada yg di depan hotel dan di basement, ketika …"
Desi Kresna,5/5,4 minggu lalu di,"Terimakasih luxury hotel
Atas pelayanan nya
Staff ramah2. …"
Bianca Lily,4/5,5 bulan lalu di,"Saya sampai di Yk pukul 03.30 wib karena menggunakan kereta malam, sebelumnya saya infokan kalau akan datang dini hari. Alhamdulillah saya datang petugas FO standby dengan kondisi yang baik, tetap terjaga, dan bukan posisi bangun tidur. …"
Afit Firmansyah 10,5/5,3 minggu lalu di,"Memginap di sini sangat menyenangkan hotel yg recomended buat kalian yg mau berlibur bersama keluarga, teman , ataupun pacar pelayanan yg ramah dan makanan yg memuaskan"
Punta Satwata,5/5,4 minggu lalu di,"Hotelnya strategis banget tengah kota,kamarnya bersih nyaman,staff ramah-ramah,makanan enak memuaskan
Liburan ke jogja pasti kembali ke Luxury Hotel"
Yeni Saridewi,5/5,4 minggu lalu di,"Hotel strategis, dekat dgn malioboro, harga terjangkau, staff yg ramah, checkin cepet, kmr bersih. Next menginap disini lagi"
Gilang 76,5/5,4 minggu lalu di,"Gak nyesel nginep disini, lokasi dekat dengan malioboro dan oleh2, parkiran luas, kamar dan area bersih, staff ramah, makanan enak, pokok nya recomend buat tempat beristirahat sembari menikmati berlibur di jogja..."
Uyie Just,4/5,3 bulan lalu di,"Kamar lumayan bersih, hanya tdk bs mengatur suhu ac..makanan enak, agak jauh kl jalan kaki ke malioboro utk org yg rada malas.."
Alya putri,5/5,3 minggu lalu di,"Kemarin buka puasa di hotel luxury , makanan nya enak-enak , varian menu nya banyak, next bakalan balik lagi sih🥰 Super worth it dengan harga segitu🤗 …"
Siti Mukaromah,5/5,4 minggu lalu di,"Bagus banget kamar hotel nya , pelayanan staff nya ramah2, fasilitas oke banget, kalo pengen jalan2 ke Malioboro deket banget , pokok nya recomen dehhh"
Muhammad Irfan,5/5,2 bulan lalu di,"Ikut agenda seminar disini, hotelnya bagus ruangan meeting luas dan nyaman, AC dingin, makanan enak, pelayanan sigap kalau sudah selesai makan langsung di ambil piringnya."
Sumiyati Jogja,5/5,2 hari lalu di,"Tempatnya strategis dengan cocok bagi keluarga kamarnya luas,pelayanan juga bagus"
Munaji Aji,5/5,4 minggu lalu di,"Hotelnya mewah nyaman bersih strategis , ditengah kota,  jadi kalau mau ke malioboro deket , pelayanannya juga memuaskan,  terimaksih luxury hotel , next kalau ke jogja nginepnya disini lg"
Laila Fm,5/5,sebulan lalu di,"Hotel recomend banget kalo ke jogja , deket sama malioboro , tugu , stasiun juga , breakfast nya enak banyak varian makanan nya , kamarnya bagus bgt , next bakal balik lagi sih 🫶🏻 …"
Ade Cikho,5/5,2 minggu lalu di,"Hotel Recomended utk menginap di Jogja Kota, Dekat dengan malioboro, stasiun dan destinasi wisata lain
Pelayan Baik & helpfull, Breakfast enak, varianny oke
Kamar bersih, staff nya ramah"
Didit Prs,5/5,4 bulan lalu di,"Baru pertama ke hotel ini. Sempat sedikit ada trouble tp team management hotel sangat ramah, membantu dgn tulus dan kasih solusi terbaik. Receptionist sabar dan ramah. Kamar family room bersih luas dan rapih. Sangat Recommend. Cukup 1 kata tuk hotel ini “TOP”... terima kasih"
Yoppi Aditya,3/5,5 bulan lalu di,"Lokasi strategis, lumayan dekat dengan malioboro dan stasiun tugu. Fitness centernya unik, lokasi di teras hotel dan dindingnya kaca bening semua, jadi malas kalau mau pakai soalnya jadi tontonan semua orang di loby, teras, parkiran, bahkan …"
Evita Puteri Taufaningtyas,5/5,3 minggu lalu di,"Kemarin abis liburan ke Jogja, akhirnya coba2 stay di sini karena termasuk deket dr malioboro dan harga affordable, staf ramah dan kamarnya wangi, next k jgja bakal ke sini lagi"
Ahmed Anwar,5/5,4 minggu lalu di,Hotel mewah dekat fasilitas umum dan cukup ramah di kantong. Terbaik sih ini luxury malioboro semoga bisa kembali ke jogja dan nginep lagi disini..
Mega Meirina,4/5,3 bulan lalu di,"Secara keseluruhan staff pelayananannya ramah, makanan enak variasi nya banyak untuk sarapan,  namun perlu perbaikan karena kondisi kamar seperti sudah tua,  kursi di dalam kamar hotel juga kurang besar untuk orang yg gemuk, wifi nya agak …"
Rafif Setiyawan TV,5/5,sebulan lalu di,"pelayanan yg ramah, kamar yg nyaman makanan yg enak, tapi lokasi krn jln 1 arah jadi hrs bnyk putar² overall 👍 …"
Er Lina,5/5,5 bulan lalu di,"Cukup suprise dgn hotel ini, meskipun bangunan lama
Untuk interior sdh baru, bersih banget g ada debu sama sekali di kamar
Untuk kamat mandi meskipun shower lama, tapi airny panas …"
Nanan Supriatna,4/5,2 bulan lalu di,Untuk yg kedua kali menginap disini. Kamar bersih dan cukup luas. Lokasinya tdk jauh dr ujung utara jl Malioboro (titik nol).
Fransisca Rasyad,3/5,4 bulan lalu di,"Hotel ini sangat dekat dengan malioboro dan terletak di jalan kecil yang tidak terlalu ramai, suasana tenang dan aman. butuh 10 menit untuk menuju keramaian dan ada banyak kuliner tak jauh dari hotel. …"
Dea Cantika syahrani,5/5,3 minggu lalu di,"kemarin wktu bukber kesana tempat dan masakan nya recommended, buat harga segitu worth it gais, next bukber taun depan kesana 🤩 …"
Kace Lisias,4/5,4 bulan lalu di,Hotel bintang ☆☆☆☆. Dekat dari Malioboro dan st Yogyakarta. Ada welcome drink. Tidak terlalu ramai utk area atau jalan hotel. Perlu dirapihkan dari sisi vynil lantai yg dekat kamar mandi. Perlu renovasi utk refreshment dibanding hotel sebelah. Kolam renang sedang direnovasi jadi tidak dapat digunakan.
Sather Nugroho,5/5,2 minggu lalu di,"Kamarnya looks modern, nyaman ada fasilitas gym juga, untuk menu breakfast nya woth it banget"
OZi GAW,5/5,sebulan lalu di,Kesini acara bukber dan menakjubkan pilihan makanan terlalu banyak sampai bingung pilih mana dengan harga yang sangat terjangkau dan nikmat rasany
Wiwin Hamidah W,4/5,3 bulan lalu di,"Over all bagus sih, dkt ke tugu ke Malioboro dan stasiun. Makanan nya enak, KL mo beli juga ga terlalu mahal, jasa laundry pun kebilang murah"
Bayu Wong Jogja,5/5,3 hari lalu di,"Pelayanan ramah ,makanan enak, kmar bagus sesuai harapan"
Westho Photo,5/5,2 minggu lalu di,"Hotel yang ga jauh dari Malioboro dan pusat kota lainya, kamarnya lumayan luas, bersih pelayanan housekeeping nya bagus dan resto juga"
Andrew Perdana,5/5,5 bulan lalu di,"Hotelnya bagus, sedang renovasi untuk bangun kolam renang jg, kalau jadwal kereta atau pesawat kurang pas bs titip koper di resepsionis, kamar bagus, breakfast ada tp rasanya kurang sih"
Gita Anisa,5/5,4 minggu lalu di,"Hotel mewah di tengah kota Jogja dengan harga ramah di kantong,hotelnya bersih, layanan ramah, makanan enak"", bikin ketagihan nginap di sini, makasihhh🥰 …"
Septivany Setiono,5/5,5 bulan lalu di,"nginep disini 4 hari super duper puas sama pelayananya, satpamnya baik dan ramah. frontliner nya juga ramah, satpam nya bantu juga angkat kopernya ini kelas bintang 5 harusnya sihh, kamar juga bersih ac dingin super nyaman. next harus nginep disini lagi! thx u luxury hotel"
Azmi Rahmat,5/5,5 bulan lalu di,"Bakal jadi tempat rekomendasi menginap lagi disini, awalnya istri random cari hotel, tidak kecewa, kamar luas, breakfast bervarian, ini yg buat saya terkesan pelayanannya ramah banget, resepsionis cekatan terimakasih mas Reza telah membantu kami selama dihotel pelayanan ramah murah senyum 👍, next kesini lagi …"
Mahardika Rizki,5/5,seminggu lalu di,"Worth it dalam banyak hal, semoga diberi kesempatan untuk staycation kembali disini
Aamiin"
Theresia Digi P,5/5,3 minggu lalu di,"Pelayanan ramah, kamar nyaman, lokasi strategis dekat malioboro & variasi breakfast cukup"
Muhamad Amin,5/5,4 minggu lalu di,"Hotel yang sangat nyaman, staff ramah, untuk makanan sangat bervariasi. Sangat rekomendasi untuk cari penginapan Hotel di Jogja."
dewi lia,5/5,4 minggu lalu di,"Strategis dan akses mudah
Bfast aneka ragam kamar bersih. Pelayanan bagus dan ramah"
mutiara manik,5/5,4 bulan lalu di,"Sbenernya sih kalo naik mobil ga deket2 banget ke malioboro, TAPIIII pelayanan dan makanannya enak2 semua, huuuu sedddepp banget kayak masakan ibu, maaf ya aku sama suami tadi nambah, hehehhee kalo ke jogja hotel ini udah masuk bucket list aku,"
