Name,Rating,Date,Review,Sentiment,Processed_Review
Eri Rosadi,5,3 hari lalu di,Saya senang dengan fasilitas olahraga di hotel ini. Pusat kebugarannya lengkap dan terawat dengan baik. Jadi tetep bisa jalanin olahraga walaupun lagi dinas di luar kota,1,senang fasilitas olahraga hotel pusat bugar lengkap awat tetep jalanin olahraga dinas kota
Dian Cancan,5,4 hari lalu di,Nginep dsni pas ada bocil2 studi tour duh ampun dah berisiknyaa.  Tp security nya sigap lgs pada disuruh masuk ke kamarnya,1,nginep dsni pas bocil2 studi tour duh ampun dah berisiknyaa tp security nya sigap lgs suruh masuk kamar
mahmudiyati kurrota,5,seminggu lalu di,"Kamar cukup luas , pelayanan di fo sangat ramah. Fasilitas oke. Untuk area wisata jalan ke daerah tugu jogja sangat dekat.",1,kamar luas layan fo ramah fasilitas oke area wisata jalan daerah tugu jogja
ILHAM Meisa,5,3 hari lalu di,"Salah satu hotel di jantung kota Jogja dengan pelayanan, kenyamanan,Bangunan, fasilitas kamar, dan makanannya tidak ada yang mengecewakan... Recommended banget buat yang mau trip ke Jogja .",1,salah hotel jantung kota jogja layan kenyamananbangunan fasilitas kamar makan kecewa recommended banget trip jogja
Tantri Yosefa,5,4 minggu lalu di,"Hotel Bintang 4 Yang berada Tepat Di tengah Kota yogyakarta
Rekomended Untuk nginap di Hotel Luxury Ini,.yang semula saya hanya 2 Hari Akhirnya kami Putuskan untuk tambah 2 hari lagi menginap...mumpung lagi liburan dan â¦",1,hotel bintang 4 kota yogyakarta rekomended nginap hotel luxury iniyang 2 putus 2 menginapmumpung libur 
Palupi Endang Sejati,5,3 hari lalu di,"Ketika menginap dan butuh layanan kamar, staffnya sangat responsif dalam membantu semua kebutuhan saya. Terimakasih karna sudah banyak dibantu selama menginap",1,inap butuh layan kamar staffnya responsif bantu butuh terimakasih karna bantu inap
Riyan setiadi,5,4 minggu lalu di,"Pernah menginap disana hotelnya bersih nyaman banyak pilihan menu makanan & minuman yg enak2 dengan harga terjangkau, menurut saya wajib mampir si buat kalian yg bingung cari hotel dijogja. .",1,inap sana hotel bersih nyaman pilih menu makan minum yg enak2 harga jangkau wajib mampir si yg bingung cari hotel dijogja
Agus triee,5,4 minggu lalu di,"Hotel dengan pelayanan yg memuaskan, staff ramah, makanan enak dan bervariatif kamar nya juga nyaman, akses ke wisata juga deket, next taun depan semoga bisa nginep d sini lagi",1,hotel layan yg muas staff ramah makan enak variatif kamar nya nyaman akses wisata deket next taun moga nginep d
dhian ekawati,5,4 minggu lalu di,"Hotel yg sangat nyaman & mewah banget..
pelayanan yg cepat ,staff ramah, kamar bersih, sarapan juga banyak varian & enak semua rasa masakan nya.. Tempat strategis & deket banget sama malioboro.. bakal jadi langanan nih, thanks pelayanan baik nya selama 2 malam disini ðð¤ â¦",1,hotel yg nyaman mewah banget layan yg cepat staff ramah kamar bersih sarap varian enak masakan nya strategis deket banget malioboro langanan nih thanks layan nya 2 malam  
Intam Widyarini,5,4 minggu lalu di,"Hotel yang sangat strategis dari pusat kota yogyakarta dengan fasilitas yang lengkap, begitu juga pelayanan yang sangat memuaskan, staff nya juga ramah, makanan dan menu nya sangat menarik dan enak, untuk kamarnya bersih dan nyaman. Cocok untuk liburan dan staycation",1,hotel strategis pusat kota yogyakarta fasilitas lengkap layan muas staff nya ramah makan menu nya tarik enak kamar bersih nyaman cocok libur staycation
anang aji,5,seminggu lalu di,kamar dan lobby nya sangat baguss. luxury banget sesuai namanyaa. staf nya pun helpfull bangett. pelayanannya juga oke. lokasi nya pun di tengah kota deket malioboro. the best pokoknyað â¦,1,kamar lobby nya baguss luxury banget sesuai namanyaa staf nya helpfull bangett layan oke lokasi nya kota deket malioboro the best pokok 
Restu Gatot Baskoro,5,seminggu lalu di,"Hotel yang sangat nyaman. Tempat strategis, dekat dengan malioboro. Semoga nanti bisa kembali menginap disini lagi ð â¦",1,hotel nyaman strategis malioboro moga inap  
yarot tri Wahyudi,5,3 minggu lalu di,"Hotel yg sangat nyaman & mewah banget..
pelayanan yg cepat ,staff ramah, kamar bersih, sarapan juga banyak varian & enak semua rasa masakan nya.. Tempat strategis & deket banget sama malioboro..",1,hotel yg nyaman mewah banget layan yg cepat staff ramah kamar bersih sarap varian enak masakan nya strategis deket banget malioboro
iam 220511,5,seminggu lalu di,"Hotelnya bagus, kariyawannya ramah, kamarnya juga bersih dan lokasi hotel sangat dekat dengan malioboro, pokoknya recommendasi lah buat yg mau berlibur di jogja.",1,hotel bagus kariyawannya ramah kamar bersih lokasi hotel malioboro pokok recommendasi yg libur jogja
Herry Nugroho,5,4 minggu lalu di,"Hotelnya bersih bagus,staffnya ramah2 dan sigap.. Untuk makanannya enak2  dan harganya jg sangat terjangkau  dgn rasanya tdk kalah dengan hotel bintang 5 , pokoknya  buwat kalian klau ke jogja wajib mampir ke hotel Luxuri  yg nyaman, bersih, dekat dgn malioboro dan pelayananan yg sangat baik",1,hotel bersih bagusstaffnya ramah2 sigap makan enak2 harga jg jangkau dgn tdk kalah hotel bintang 5 pokok buwat klau jogja wajib mampir hotel luxuri yg nyaman bersih dgn malioboro pelayananan yg
Satrio Herlambang Nugroho,5,2 minggu lalu di,"Layanan Karyawan terutama resto dan front office nya bagus sekali , kesan pertama masuk lobby mewah apalagi pas check in di kamar, menu breakfast bervariatif, bisa ditingkatkan lagið â¦",1,layan karyawan resto front office nya bagus kesan masuk lobby mewah pas check in kamar menu breakfast variatif tingkat lagi 
Farindra Tama,5,4 minggu lalu di,"Hotel mewah di pusat kota jogja, kamarnya luas, bersih. Makanan enak enak dan pelayanan ramah. Hotel ini sangat strategis karena dekat dengan stasiun tugu dan malioboro.. next time bakal kesini lagi ð â¦",1,hotel mewah pusat kota jogja kamar luas bersih makan enak enak layan ramah hotel strategis stasiun tugu malioboro next time kesini  
Bagas Surya,5,3 minggu lalu di,"Dengan harga yang terjangkau saya kira sangat worth it dengan pelayanannya, untuk kamarnya lumayan luas dan apalagi tempatnya dekat dengan pusat kota next bakal stay lagi",1,harga jangkau worth it layan kamar lumayan luas tempat pusat kota next stay
Anggita Deska,5,2 bulan lalu di,"Liburan ajak keluarga ke Bandung, pesan hotel disini, gak jauh dari Malioboro, parkiran luas. Hotelnya masih dalam tahap renovasi jadi seperti swimming pool tidak bisa digunakan. â¦",1,libur ajak keluarga bandung pesan hotel gak malioboro parkir luas hotel tahap renovasi swimming pool 
Nur Iman,5,3 hari lalu di,"Puas menginap di Luxury Hotel, tempat strategis dekat dengan Tugu jogja dan Malioboro.
Servis dan pelayanan yang ramah.
yang pasti harganya terjangkau.",1,puas inap luxury hotel strategis tugu jogja malioboro servis layan ramah harga jangkau
mas penceng,5,4 minggu lalu di,"Hotelnya bagus nyaman.. Terletak d pusat kota dekat degan wisata2..
Staffnya ramah2.. Makanan bervariasi
Pokonya semua memuaskan",1,hotel bagus nyaman letak d pusat kota degan wisata2 staffnya ramah2 makan variasi poko muas
Anas heryadi,5,4 minggu lalu di,"Pengalaman liburan yg sangat mengesankan bersama keluarga menginap di Luxury Malioboro,,kita inap 2 malam terasa di rumah sendiri,,dari depan sampai kamar pelayanan the best lahh,,kebetulan kami inap pas bulan Ramadhan sekalian icip bukber â¦",1,alam libur yg kesan keluarga inap luxury malioborokita inap 2 malam rumah sendiridari kamar layan the best lahhkebetulan inap pas ramadhan icip bukber 
Ivan Rieriza,5,seminggu lalu di,"Kamar bersih, pelayanan memuaskan, lokasi strategis dkt dgn stasiun tugu jogja dan jalan mangkubumi",1,kamar bersih layan muas lokasi strategis dkt dgn stasiun tugu jogja jalan mangkubumi
Catur Priaji,5,4 minggu lalu di,"Pelayanan good staf ramah proses ci cepet  Hotel nya nyaman banget ,ð¥° sarapan bervareasi mantap ,, letak hotel pas dijantung kota kemana mana ngak jauh ke stasiun,Malioboro tinggal jalan kaki ðð â¦",1,layan good staf ramah proses ci cepet hotel nya nyaman banget  sarap bervareasi mantap letak hotel pas jantung kota mana ngak stasiunmalioboro tinggal jalan kaki  
Hendry Putra,5,seminggu lalu di,"Sesuai dengan ekspetasi sya, mulai dari Pelayanan, Makanan, dan Lokasi pas di Jantung kota , standart bintang gabisa bohong sih ini.",1,sesuai ekspetasi sya layan makan lokasi pas jantung kota standart bintang gabisa bohong sih
Reo Pranata,5,seminggu lalu di,"Letaknya strategis, dekat dengan malioboro.
Kamarnya nyaman dan bersih.
Kalo ke jogja pasti bakalan balik lagi kesini ð â¦",1,letak strategis malioboro kamar nyaman bersih kalo jogja kesini  
N Ar,5,3 minggu lalu di,"Hotel yang sangat nyaman bersih, berada di pusat kota,, tinggal jalan dikit sampe Malioboro, Staffnya ramah2, rekomendasi banget pokoknya, next bakalan stay lagi di sini",1,hotel nyaman bersih pusat kota tinggal jalan dikit sampe malioboro staffnya ramah2 rekomendasi banget pokok next stay
Andi Kurniawan,5,seminggu lalu di,"Bertempat dipusat kota,hotel nyaman bersih.cocok untuk staycation bersama keluarga/pasangan.pelayanan dhotel fast respond",1,tempat pusat kotahotel nyaman bersihcocok staycation keluargapasanganpelayanan dhotel fast respond
Robby w,5,3 bulan lalu di,"Untuk kamar bagus bersih & nyaman
Sarapan luar biasa sih dgn harga murah sudah dapat sarapan yg super komplit n enak â¦",1,kamar bagus bersih nyaman sarap sih dgn harga murah sarap yg super komplit n enak 
Putra Pratama,5,seminggu lalu di,"Kamarnya bersih, pelayanan ramah, dan cepat. besok liburan kejogja bisa nginap sini lagi.",1,kamar bersih layan ramah cepat besok libur kejogja nginap
Sri Listiawati,5,sebulan lalu di,"Salah satu hotel terbaik kl mau liburan ke Jogja. Berada di jantung kota, dan tinggal jalan kaki kl mau ke malioboro. Sangat dekat dg stasiun tugu, jd ga perlu repot kl pakai sarana kereta api, cukup jalan kaki ð â¦",1,salah hotel baik kl libur jogja jantung kota tinggal jalan kaki kl malioboro dg stasiun tugu jd ga repot kl pakai sarana kereta api jalan kaki  
Wahyu Dwi,5,3 minggu lalu di,"kamar nya baguss,luass
pelayanan okee bangett,staff hotel ramah""..
lokasi di pusat kota banget,mau ke malioboro tinggal jalan sebentar udah sampe,..",1,kamar nya bagussluass layan okee bangettstaff hotel ramah lokasi pusat kota bangetmau malioboro tinggal jalan sebentar udah sampe
Evangeline Kuhlman,5,3 bulan lalu di,"Hotel bintang 3 dengan pelayanan terbaik.. Pelayanan seperti hotel bintang 5. Dari proses check in dan checkout yang sangat cepat.  Kamar bersih , sprei handuk wangi. Menu breakfast banyak sekali variasi nya seperti hotel bintang 5. â¦",1,hotel bintang 3 layan baik layan hotel bintang 5 proses check in checkout cepat kamar bersih sprei handuk wangi menu breakfast variasi nya hotel bintang 5 
mr Y2K,5,3 minggu lalu di,Hotelnya bagus .. pelayanan sangat baik .. lokasi mendukung dekat dengan tempat2 wisata Jogja .. buat yang mau liburan ke Jogja jangan lupa mampir ke sini rekomen banget buat kalian,1,hotel bagus layan lokasi dukung tempat2 wisata jogja libur jogja lupa mampir rekomen banget
mega kusvita,5,3 minggu lalu di,"hotel bintang 4 yang :
- nyaman dan mewah
- pelayanan nya ramah â¦",1,hotel bintang 4 nyaman mewah layan nya ramah 
Sholeh Fajarnoorshidiq,5,seminggu lalu di,"Hotel dengan pelayanan yang sangat bagus . Staff ramah , kamar bersih dan luas . Lokasi strategis .",1,hotel layan bagus staff ramah kamar bersih luas lokasi strategis
Septian dwi canda Asmoro,5,4 minggu lalu di,"Rekomended bgt buat temen"" yg nyari hotel di tengah kota jogja,
Kamarnya bersih dan sngat nyaman.
Staffnya jga sangat cekatan â¦",1,rekomended bgt temen yg nyari hotel kota jogja kamar bersih sngat nyaman staffnya jga cekat 
imonjalanjalan Tania Kathryne,4,2 bulan lalu di,i really appriciate their service. awalnya saya dapat kamar dgn ac sangat panas. teknisi sdh dtg tp ac ttp panas. sya minta ganti tadinya namun diinfo kamar full booked. ga berapa lama di telp kembali sdh disiapkan kamar pengganti. awalnya â¦,1,i really appriciate their service kamar dgn ac panas teknisi sdh dtg tp ac ttp panas sya ganti info kamar full booked ga telp sdh siap kamar ganti 
afni nooraini,5,4 bulan lalu di,"Hotelnya bersih dan nyaman. Kamar juga luas dan rapi bersih. service nya sangat baik, kami dtg tengah malam dan pegawai nya sgt sigap. Makanan cukup bervariatif dan enak. Tempat parkir lumayan, ada yg di depan hotel dan di basement, ketika â¦",1,hotel bersih nyaman kamar luas rapi bersih service nya dtg malam pegawai nya sgt sigap makan variatif enak parkir lumayan yg hotel basement 
Desi Kresna,5,4 minggu lalu di,"Terimakasih luxury hotel
Atas pelayanan nya
Staff ramah2. â¦",1,terimakasih luxury hotel layan nya staff ramah2 
Bianca Lily,4,5 bulan lalu di,"Saya sampai di Yk pukul 03.30 wib karena menggunakan kereta malam, sebelumnya saya infokan kalau akan datang dini hari. Alhamdulillah saya datang petugas FO standby dengan kondisi yang baik, tetap terjaga, dan bukan posisi bangun tidur. â¦",1,yk 0330 wib kereta malam info alhamdulillah tugas fo standby kondisi jaga posisi bangun tidur 
Afit Firmansyah 10,5,3 minggu lalu di,"Memginap di sini sangat menyenangkan hotel yg recomended buat kalian yg mau berlibur bersama keluarga, teman , ataupun pacar pelayanan yg ramah dan makanan yg memuaskan",1,memginap senang hotel yg recomended yg libur keluarga teman pacar layan yg ramah makan yg muas
Punta Satwata,5,4 minggu lalu di,"Hotelnya strategis banget tengah kota,kamarnya bersih nyaman,staff ramah-ramah,makanan enak memuaskan
Liburan ke jogja pasti kembali ke Luxury Hotel",1,hotel strategis banget kotakamarnya bersih nyamanstaff ramahramahmakanan enak muas libur jogja luxury hotel
Yeni Saridewi,5,4 minggu lalu di,"Hotel strategis, dekat dgn malioboro, harga terjangkau, staff yg ramah, checkin cepet, kmr bersih. Next menginap disini lagi",1,hotel strategis dgn malioboro harga jangkau staff yg ramah checkin cepet kmr bersih next inap
Gilang 76,5,4 minggu lalu di,"Gak nyesel nginep disini, lokasi dekat dengan malioboro dan oleh2, parkiran luas, kamar dan area bersih, staff ramah, makanan enak, pokok nya recomend buat tempat beristirahat sembari menikmati berlibur di jogja...",1,gak nyesel nginep lokasi malioboro oleh2 parkir luas kamar area bersih staff ramah makan enak pokok nya recomend istirahat sembari nikmat libur jogja
Uyie Just,4,3 bulan lalu di,"Kamar lumayan bersih, hanya tdk bs mengatur suhu ac..makanan enak, agak jauh kl jalan kaki ke malioboro utk org yg rada malas..",1,kamar lumayan bersih tdk bs atur suhu acmakanan enak kl jalan kaki malioboro utk org yg rada malas
Alya putri,5,3 minggu lalu di,"Kemarin buka puasa di hotel luxury , makanan nya enak-enak , varian menu nya banyak, next bakalan balik lagi sihð¥° Super worth it dengan harga segituð¤ â¦",1,kemarin buka puasa hotel luxury makan nya enakenak varian menu nya next sih super worth it harga segitu 
Siti Mukaromah,5,4 minggu lalu di,"Bagus banget kamar hotel nya , pelayanan staff nya ramah2, fasilitas oke banget, kalo pengen jalan2 ke Malioboro deket banget , pokok nya recomen dehhh",1,bagus banget kamar hotel nya layan staff nya ramah2 fasilitas oke banget kalo ken jalan2 malioboro deket banget pokok nya recomen dehhh
Muhammad Irfan,5,2 bulan lalu di,"Ikut agenda seminar disini, hotelnya bagus ruangan meeting luas dan nyaman, AC dingin, makanan enak, pelayanan sigap kalau sudah selesai makan langsung di ambil piringnya.",1,agenda seminar hotel bagus ruang meeting luas nyaman ac dingin makan enak layan sigap selesai makan langsung ambil piring
Sumiyati Jogja,5,2 hari lalu di,"Tempatnya strategis dengan cocok bagi keluarga kamarnya luas,pelayanan juga bagus",1,tempat strategis cocok keluarga kamar luaspelayanan bagus
Munaji Aji,5,4 minggu lalu di,"Hotelnya mewah nyaman bersih strategis , ditengah kota,  jadi kalau mau ke malioboro deket , pelayanannya juga memuaskan,  terimaksih luxury hotel , next kalau ke jogja nginepnya disini lg",1,hotel mewah nyaman bersih strategis tengah kota malioboro deket layan muas terimaksih luxury hotel next jogja nginepnya lg
Laila Fm,5,sebulan lalu di,"Hotel recomend banget kalo ke jogja , deket sama malioboro , tugu , stasiun juga , breakfast nya enak banyak varian makanan nya , kamarnya bagus bgt , next bakal balik lagi sih ð«¶ð» â¦",1,hotel recomend banget kalo jogja deket malioboro tugu stasiun breakfast nya enak varian makan nya kamar bagus bgt next sih  
Ade Cikho,5,2 minggu lalu di,"Hotel Recomended utk menginap di Jogja Kota, Dekat dengan malioboro, stasiun dan destinasi wisata lain
Pelayan Baik & helpfull, Breakfast enak, varianny oke
Kamar bersih, staff nya ramah",1,hotel recomended utk inap jogja kota malioboro stasiun destinasi wisata layan helpfull breakfast enak varianny oke kamar bersih staff nya ramah
Didit Prs,5,4 bulan lalu di,"Baru pertama ke hotel ini. Sempat sedikit ada trouble tp team management hotel sangat ramah, membantu dgn tulus dan kasih solusi terbaik. Receptionist sabar dan ramah. Kamar family room bersih luas dan rapih. Sangat Recommend. Cukup 1 kata tuk hotel ini âTOPâ... terima kasih",1,hotel trouble tp team management hotel ramah bantu dgn tulus kasih solusi baik receptionist sabar ramah kamar family room bersih luas rapih recommend 1 tuk hotel top terima kasih
Yoppi Aditya,3,5 bulan lalu di,"Lokasi strategis, lumayan dekat dengan malioboro dan stasiun tugu. Fitness centernya unik, lokasi di teras hotel dan dindingnya kaca bening semua, jadi malas kalau mau pakai soalnya jadi tontonan semua orang di loby, teras, parkiran, bahkan â¦",-1,lokasi strategis lumayan malioboro stasiun tugu fitness centernya unik lokasi teras hotel dinding kaca bening malas pakai tonton orang loby teras parkir 
Evita Puteri Taufaningtyas,5,3 minggu lalu di,"Kemarin abis liburan ke Jogja, akhirnya coba2 stay di sini karena termasuk deket dr malioboro dan harga affordable, staf ramah dan kamarnya wangi, next k jgja bakal ke sini lagi",1,kemarin abis libur jogja coba2 stay deket dr malioboro harga affordable staf ramah kamar wangi next k jgja
Ahmed Anwar,5,4 minggu lalu di,Hotel mewah dekat fasilitas umum dan cukup ramah di kantong. Terbaik sih ini luxury malioboro semoga bisa kembali ke jogja dan nginep lagi disini..,1,hotel mewah fasilitas ramah kantong baik sih luxury malioboro moga jogja nginep
Mega Meirina,4,3 bulan lalu di,"Secara keseluruhan staff pelayananannya ramah, makanan enak variasi nya banyak untuk sarapan,  namun perlu perbaikan karena kondisi kamar seperti sudah tua,  kursi di dalam kamar hotel juga kurang besar untuk orang yg gemuk, wifi nya agak â¦",1,staff pelayananannya ramah makan enak variasi nya sarap baik kondisi kamar tua kursi kamar hotel orang yg gemuk wifi nya 
Rafif Setiyawan TV,5,sebulan lalu di,"pelayanan yg ramah, kamar yg nyaman makanan yg enak, tapi lokasi krn jln 1 arah jadi hrs bnyk putarÂ² overall ð â¦",1,layan yg ramah kamar yg nyaman makan yg enak lokasi krn jln 1 arah hrs bnyk putar overall  
Er Lina,5,5 bulan lalu di,"Cukup suprise dgn hotel ini, meskipun bangunan lama
Untuk interior sdh baru, bersih banget g ada debu sama sekali di kamar
Untuk kamat mandi meskipun shower lama, tapi airny panas â¦",1,suprise dgn hotel bangun interior sdh bersih banget g debu kamar kamat mandi shower airny panas 
Nanan Supriatna,4,2 bulan lalu di,Untuk yg kedua kali menginap disini. Kamar bersih dan cukup luas. Lokasinya tdk jauh dr ujung utara jl Malioboro (titik nol).,1,yg kali inap kamar bersih luas lokasi tdk dr ujung utara jl malioboro titik nol
Fransisca Rasyad,3,4 bulan lalu di,"Hotel ini sangat dekat dengan malioboro dan terletak di jalan kecil yang tidak terlalu ramai, suasana tenang dan aman. butuh 10 menit untuk menuju keramaian dan ada banyak kuliner tak jauh dari hotel. â¦",-1,hotel malioboro letak jalan ramai suasana tenang aman butuh 10 menit ramai kuliner hotel 
Dea Cantika syahrani,5,3 minggu lalu di,"kemarin wktu bukber kesana tempat dan masakan nya recommended, buat harga segitu worth it gais, next bukber taun depan kesana ð¤© â¦",1,kemarin wktu bukber kesana masakan nya recommended harga segitu worth it gais next bukber taun kesana  
Kace Lisias,4,4 bulan lalu di,Hotel bintang ââââ. Dekat dari Malioboro dan st Yogyakarta. Ada welcome drink. Tidak terlalu ramai utk area atau jalan hotel. Perlu dirapihkan dari sisi vynil lantai yg dekat kamar mandi. Perlu renovasi utk refreshment dibanding hotel sebelah. Kolam renang sedang direnovasi jadi tidak dapat digunakan.,1,hotel bintang  malioboro st yogyakarta welcome drink ramai utk area jalan hotel dirapihkan sisi vynil lantai yg kamar mandi renovasi utk refreshment banding hotel belah kolam renang renovasi
Sather Nugroho,5,2 minggu lalu di,"Kamarnya looks modern, nyaman ada fasilitas gym juga, untuk menu breakfast nya woth it banget",1,kamar looks modern nyaman fasilitas gym menu breakfast nya woth it banget
OZi GAW,5,sebulan lalu di,Kesini acara bukber dan menakjubkan pilihan makanan terlalu banyak sampai bingung pilih mana dengan harga yang sangat terjangkau dan nikmat rasany,1,kesini acara bukber takjub pilih makan bingung pilih harga jangkau nikmat rasany
Wiwin Hamidah W,4,3 bulan lalu di,"Over all bagus sih, dkt ke tugu ke Malioboro dan stasiun. Makanan nya enak, KL mo beli juga ga terlalu mahal, jasa laundry pun kebilang murah",1,over all bagus sih dkt tugu malioboro stasiun makan nya enak kl mo beli ga mahal jasa laundry bilang murah
Bayu Wong Jogja,5,3 hari lalu di,"Pelayanan ramah ,makanan enak, kmar bagus sesuai harapan",1,layan ramah makan enak kmar bagus sesuai harap
Westho Photo,5,2 minggu lalu di,"Hotel yang ga jauh dari Malioboro dan pusat kota lainya, kamarnya lumayan luas, bersih pelayanan housekeeping nya bagus dan resto juga",1,hotel ga malioboro pusat kota lai kamar lumayan luas bersih layan housekeeping nya bagus resto
Andrew Perdana,5,5 bulan lalu di,"Hotelnya bagus, sedang renovasi untuk bangun kolam renang jg, kalau jadwal kereta atau pesawat kurang pas bs titip koper di resepsionis, kamar bagus, breakfast ada tp rasanya kurang sih",1,hotel bagus renovasi bangun kolam renang jg jadwal kereta pesawat pas bs titip koper resepsionis kamar bagus breakfast tp sih
Gita Anisa,5,4 minggu lalu di,"Hotel mewah di tengah kota Jogja dengan harga ramah di kantong,hotelnya bersih, layanan ramah, makanan enak"", bikin ketagihan nginap di sini, makasihhhð¥° â¦",1,hotel mewah kota jogja harga ramah kantonghotelnya bersih layan ramah makan enak bikin tagih nginap makasihhh 
Septivany Setiono,5,5 bulan lalu di,"nginep disini 4 hari super duper puas sama pelayananya, satpamnya baik dan ramah. frontliner nya juga ramah, satpam nya bantu juga angkat kopernya ini kelas bintang 5 harusnya sihh, kamar juga bersih ac dingin super nyaman. next harus nginep disini lagi! thx u luxury hotel",1,nginep 4 super duper puas pelayananya satpam ramah frontliner nya ramah satpam nya bantu angkat koper kelas bintang 5 sihh kamar bersih ac dingin super nyaman next nginep thx u luxury hotel
Azmi Rahmat,5,5 bulan lalu di,"Bakal jadi tempat rekomendasi menginap lagi disini, awalnya istri random cari hotel, tidak kecewa, kamar luas, breakfast bervarian, ini yg buat saya terkesan pelayanannya ramah banget, resepsionis cekatan terimakasih mas Reza telah membantu kami selama dihotel pelayanan ramah murah senyum ð, next kesini lagi â¦",1,rekomendasi inap istri random cari hotel kecewa kamar luas breakfast varian yg kes layan ramah banget resepsionis cekat terimakasih mas reza bantu hotel layan ramah murah senyum  next kesini 
Mahardika Rizki,5,seminggu lalu di,"Worth it dalam banyak hal, semoga diberi kesempatan untuk staycation kembali disini
Aamiin",1,worth it moga sempat staycation aamiin
Theresia Digi P,5,3 minggu lalu di,"Pelayanan ramah, kamar nyaman, lokasi strategis dekat malioboro & variasi breakfast cukup",1,layan ramah kamar nyaman lokasi strategis malioboro variasi breakfast
Muhamad Amin,5,4 minggu lalu di,"Hotel yang sangat nyaman, staff ramah, untuk makanan sangat bervariasi. Sangat rekomendasi untuk cari penginapan Hotel di Jogja.",1,hotel nyaman staff ramah makan variasi rekomendasi cari inap hotel jogja
dewi lia,5,4 minggu lalu di,"Strategis dan akses mudah
Bfast aneka ragam kamar bersih. Pelayanan bagus dan ramah",1,strategis akses mudah bfast aneka ragam kamar bersih layan bagus ramah
mutiara manik,5,4 bulan lalu di,"Sbenernya sih kalo naik mobil ga deket2 banget ke malioboro, TAPIIII pelayanan dan makanannya enak2 semua, huuuu sedddepp banget kayak masakan ibu, maaf ya aku sama suami tadi nambah, hehehhee kalo ke jogja hotel ini udah masuk bucket list aku,",1,sbenernya sih kalo mobil ga deket2 banget malioboro tapiiii layan makan enak2 huuuu sedddepp banget kayak masakan maaf ya suami nambah hehehhee kalo jogja hotel udah masuk bucket list
Bagas wijayanto,5,2 hari lalu di,Cukup baik dan oke sekali fasilotas dan yang lainn nya baik banget dan pelayanan yang oke banget !,1,oke fasilotas lainn nya banget layan oke banget
daffaisyaa,5,3 minggu lalu di,"kamarnya bagus dan nyaman, dekat dengan malioboro. Staffnya semua ramah dan sangat membantu.",1,kamar bagus nyaman malioboro staffnya ramah bantu
Zooper cupu Gamer,2,4 bulan lalu di,"Kamar: smart door bisa di buka dari luar walau tidak memakai pintu
Layanan:tidak ada
Lift kotor seperti tidak di urus
Lokasi yang jauh dari Alfamart/indomaret",-1,kamar smart door buka pakai pintu layanantidak lift kotor urus lokasi alfamartindomaret
isti evitasari,5,3 minggu lalu di,"Rekomendasi hotel dengan lokasi strategis, pelayanan staff ramah dan variasi breakfast yang menarik â¨",1,rekomendasi hotel lokasi strategis layan staff ramah variasi breakfast tarik 
Akhmad Muhlasin,5,2 minggu lalu di,"Hotel yg bagus, tempatnya strategis harganya murah rekomendasi banget buat menginap",1,hotel yg bagus tempat strategis harga murah rekomendasi banget inap
Gunawan Admaja,1,4 bulan lalu di,Pengalaman menginap yang sangat mengecewakan..menginap tgl 23 Desember..lantai 6.. sehabis sarapan kita ada kegiatan diluar sebentar ..dan kita belum cek out..pas kita balik kehotel untuk istirahat kamar kami sudah diberesin kata room â¦,-1,alam inap mengecewakanmenginap tgl 23 desemberlantai 6 habis sarap giat luar sebentar cek outpas hotel istirahat kamar resin room 
Rahma Andani,5,sebulan lalu di,"Lokasinya strategis, hotelnya nyaman, breakfast nya enak bgt, love bgt sama luxury",1,lokasi strategis hotel nyaman breakfast nya enak bgt love bgt luxury
Indra Erick,5,2 minggu lalu di,"Suka sekali sama pelayanan Security nya gercep bingit, ,
Kamarnya bersih woy. Ke Malioboro deket banget. .",1,suka layan security nya gercep bingit kamar bersih woy malioboro deket banget
Rikky Rwnsh,5,4 minggu lalu di,"Lokasi tengah kota, Nyaman, hotel nya luas , karyawan ramah , dekat juga dengan area kuliner dan perbelanjaan",1,lokasi kota nyaman hotel nya luas karyawan ramah area kuliner belanja
gunadi,5,5 bulan lalu di,"Untuk kamar lumayan bagus, cuman kalo bikin kopi colokan jauh dari meja. untuk TV masih tv digital dengan saluran tv kbel, saran tv di upgrade ke smart tv biar tetap nyaman. dan parkiran motor kurang teratur.",1,kamar lumayan bagus cuman kalo bikin kopi colok meja tv tv digital salur tv kbel saran tv upgrade smart tv biar nyaman parkir motor atur
Hidayatul Furqon,5,4 bulan lalu di,"Lokasi strategis, kamar lumayan dan makanannya enak, lain hari pengen nginap situ lagi.",1,lokasi strategis kamar lumayan makan enak ken nginap situ
Ratri Dewi,5,seminggu lalu di,"Sangat nyaman ,dekat malioboro ,karyawan ramah ,pokoknya tidak mengecewakan..",1,nyaman malioboro karyawan ramah pokok kecewa
ryan kopites,5,2 minggu lalu di,"Kamarnya bersih, pelayananya bikin nyaman. Jogja banget deh pokoknya ð«°ð»â¤ï¸ â¦",1,kamar bersih pelayananya bikin nyaman jogja banget deh pokok  
Irna Sagara,5,5 bulan lalu di,"Kamarnya cukup ko, ga terlalu luas ga sempit juga , wangi dan bersih
Layanan terbaik sih, ramah semua dan BF nya enak2 banyak pilihan, lengkap deh
Amnties juga lengkap â¦",1,kamar ko ga luas ga sempit wangi bersih layan baik sih ramah bf nya enak2 pilih lengkap deh amnties lengkap 
